Airline,Source,Destination,Stops,Info,Day,Month,Total Distance,Duration Total,Price
GoAir,BLR,DEL,0,,18,5,1709.71,120,4340
IndiGo,CCU,BLR,0,,9,3,1547.27,120,4778
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1500,12898
IndiGo,DEL,COK,1,,15,4,2084.71,420,6442
Jet Airways,DEL,COK,1,,24,6,2201.6,420,14714
Multiple carriers,DEL,COK,1,,27,6,2084.71,540,8018
Air India,CCU,BLR,0,,6,5,1547.27,120,4145
IndiGo,BOM,HYD,0,,9,5,623.54,60,4784
Air India,BLR,DEL,1,,12,3,2028.8899999999999,480,11707
SpiceJet,CCU,BLR,0,2.0,21,3,1547.27,120,3815
Air India,BLR,DEL,1,,1,3,2415.98,900,21130
Jet Airways,DEL,COK,1,,6,3,2201.6,300,17024
SpiceJet,CCU,BLR,0,,21,6,1547.27,120,3873
Jet Airways,CCU,BLR,1,,6,6,3022.67,1560,14151
IndiGo,CCU,BLR,0,,18,6,1547.27,120,4804
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1260,12898
IndiGo,BLR,DEL,0,,3,5,1709.71,120,4284
Jet Airways,BLR,DEL,0,,21,4,1709.71,180,7229
IndiGo,BLR,DEL,1,,15,3,1722.67,240,6114
Multiple carriers,DEL,COK,1,,27,6,2201.6,420,14848
IndiGo,DEL,COK,1,,6,3,2201.6,600,13611
Jet Airways,BLR,DEL,0,,12,6,1709.71,180,8016
Jet Airways,CCU,BLR,1,,9,6,2500.36,540,14571
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,600,10675
IndiGo,DEL,COK,1,,21,5,2201.6,360,6794
Jet Airways,DEL,COK,1,1.0,27,3,2201.6,1080,6540
Vistara,BLR,DEL,0,,9,3,1709.71,120,7240
Air India,DEL,COK,2,,15,6,2292.0699999999997,1200,8839
SpiceJet,CCU,BLR,0,,6,6,1547.27,120,3873
Air India,DEL,COK,2,,6,6,2308.95,1380,11596
Air India,DEL,COK,1,,21,3,2201.6,660,7199
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,300,12898
Multiple carriers,DEL,COK,1,,1,6,2201.6,600,12524
Jet Airways,DEL,COK,2,1.0,24,6,2206.24,1320,10368
Jet Airways,BOM,HYD,0,,15,3,623.54,60,8040
GoAir,DEL,COK,1,,3,4,2201.6,540,5135
Air India,BLR,DEL,1,,9,3,1722.67,960,5626
Air India,DEL,COK,1,,6,3,2201.6,720,15809
IndiGo,DEL,COK,1,,27,6,2084.71,360,6412
Jet Airways,DEL,COK,2,,1,6,2335.87,420,18804
IndiGo,BOM,HYD,0,,1,4,623.54,60,2227
Multiple carriers,DEL,COK,1,,6,3,2084.71,900,6916
Air India,BOM,HYD,0,,27,6,623.54,60,3100
Jet Airways,CCU,BLR,1,,6,5,2500.36,300,14388
Multiple carriers,DEL,COK,1,,27,3,2201.6,540,12327
Jet Airways,DEL,COK,2,,3,6,2206.24,480,13014
Vistara,BLR,DEL,0,,15,4,1709.71,120,5403
Multiple carriers,DEL,COK,1,,9,3,2201.6,720,18228
Jet Airways,CCU,BLR,1,1.0,6,6,2500.36,1380,10844
Jet Airways,DEL,COK,1,1.0,6,3,2201.6,960,13843
SpiceJet,BLR,DEL,0,,1,3,1709.71,120,11690
Vistara,CCU,BLR,1,,1,5,3022.67,960,8452
Air India,DEL,COK,1,,27,5,2201.6,1380,8372
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,840,10262
Jet Airways,BOM,HYD,0,,15,6,623.54,60,5678
Jet Airways,CCU,BLR,1,,12,5,3022.67,780,14151
Jet Airways,BLR,DEL,0,1.0,21,4,1709.71,180,4544
Jet Airways,CCU,BLR,1,,12,6,3022.67,1680,12692
Jet Airways,DEL,COK,2,,9,3,2648.88,840,17019
IndiGo,CCU,BLR,0,,3,3,1547.27,120,6565
GoAir,DEL,COK,1,,27,3,2201.6,300,5281
Multiple carriers,DEL,COK,1,,9,6,2084.71,540,9646
IndiGo,BOM,HYD,0,,6,3,623.54,60,3175
Air India,DEL,COK,2,,27,6,2263.95,1380,9653
Air India,DEL,COK,1,,6,3,2201.6,480,14777
Multiple carriers,DEL,COK,1,,12,6,2201.6,840,7155
SpiceJet,MAA,CCU,0,2.0,6,6,1387.26,120,3543
IndiGo,CCU,BLR,0,,9,5,1547.27,120,4804
IndiGo,DEL,COK,1,,3,3,2084.71,300,9304
IndiGo,BLR,DEL,0,,15,4,1709.71,180,3943
IndiGo,DEL,COK,1,,1,6,2077.09,300,7060
Air India,BLR,DEL,0,,15,6,1709.71,120,5228
SpiceJet,MAA,CCU,0,,24,6,1387.26,120,3597
SpiceJet,BLR,DEL,0,,3,4,1709.71,120,3971
Multiple carriers,DEL,COK,1,,6,5,2201.6,480,13727
Jet Airways,CCU,BLR,1,,1,4,3022.67,1500,12121
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,1380,10262
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,1320,10262
Jet Airways,DEL,COK,1,,1,6,2201.6,480,14714
Jet Airways,DEL,COK,2,1.0,21,3,2263.95,1380,8834
Multiple carriers,DEL,COK,1,,21,3,2201.6,420,9838
IndiGo,CCU,BLR,1,,18,5,1662.88,240,4775
IndiGo,BLR,DEL,0,,3,5,1709.71,120,4823
Air India,CCU,BLR,2,,15,5,3045.77,1800,12723
IndiGo,DEL,COK,1,,15,6,2201.6,840,5883
Vistara,CCU,BLR,1,,24,5,3022.67,1620,9870
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,1380,10262
Multiple carriers,DEL,COK,1,,9,6,2084.71,540,6513
Air India,CCU,BLR,2,,15,5,3097.4700000000003,1200,15532
Jet Airways,DEL,COK,1,,6,6,2201.6,1200,14714
Vistara,CCU,BLR,1,,18,5,3022.67,840,9187
Multiple carriers,DEL,COK,1,,6,6,2084.71,420,7038
Multiple carriers,DEL,COK,1,,6,6,2201.6,420,13587
Jet Airways,BLR,DEL,0,,3,6,1709.71,120,8016
IndiGo,BOM,HYD,0,,6,6,623.54,60,4049
Jet Airways,BOM,HYD,0,,6,3,623.54,60,9536
Jet Airways,CCU,BLR,1,,24,5,2500.36,540,14571
Jet Airways,DEL,COK,2,1.0,6,6,2335.87,420,15812
Air Asia,DEL,COK,1,,6,6,2077.09,840,8759
Air India,CCU,BLR,2,,21,5,2578.2,540,10151
IndiGo,CCU,BLR,0,,15,5,1547.27,120,4804
IndiGo,DEL,COK,1,,24,6,2201.6,480,6104
Air India,CCU,BLR,0,,6,5,1547.27,120,5510
IndiGo,DEL,COK,1,,9,5,2077.09,300,6027
SpiceJet,CCU,BLR,0,,21,5,1547.27,120,4174
IndiGo,DEL,COK,1,,21,5,2201.6,840,6794
Air India,DEL,COK,2,,6,3,2308.95,1500,15428
Jet Airways,CCU,BLR,1,,6,5,2500.36,1380,14388
IndiGo,DEL,COK,1,,21,5,2201.6,600,6896
IndiGo,BLR,DEL,0,,21,3,1709.71,120,6144
Jet Airways,BLR,DEL,1,,6,3,1971.87,360,19225
Air India,CCU,BLR,2,,9,5,3664.88,960,13227
Jet Airways,DEL,COK,2,,27,3,2232.34,1380,11664
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1380,10844
Jet Airways,CCU,BLR,1,1.0,6,6,2500.36,420,7757
IndiGo,BOM,HYD,0,,12,5,623.54,60,2754
Multiple carriers,DEL,COK,1,,27,5,2201.6,840,7618
Jet Airways,CCU,BLR,1,,12,5,2500.36,420,14781
IndiGo,BLR,DEL,0,,15,4,1709.71,120,4284
Multiple carriers,DEL,COK,1,,6,6,2201.6,720,7740
IndiGo,BLR,DEL,0,,15,6,1709.71,120,3419
Jet Airways,CCU,BLR,1,,12,5,2500.36,1200,13941
Air India,CCU,BLR,2,,9,6,3045.77,1620,12723
Jet Airways,DEL,COK,2,,12,6,2895.09,1200,14300
Air India,BLR,DEL,0,,3,5,1709.71,120,6121
Jet Airways,DEL,COK,1,,9,3,2201.6,660,17549
SpiceJet,BOM,HYD,0,,27,3,623.54,60,1759
IndiGo,BLR,DEL,0,,12,5,1709.71,120,4423
Jet Airways,BLR,DEL,0,1.0,9,4,1709.71,180,4544
Multiple carriers,DEL,COK,1,,3,6,2201.6,660,12402
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,1440,9663
Jet Airways,CCU,BLR,1,,1,4,2500.36,1560,12681
Air India,DEL,COK,1,,1,4,2278.33,1380,5117
Jet Airways,DEL,COK,1,1.0,21,5,2201.6,1380,12898
Jet Airways,CCU,BLR,1,,6,5,2500.36,1500,13941
Jet Airways,BLR,DEL,0,1.0,21,5,1709.71,120,4030
IndiGo,BOM,HYD,0,,1,3,623.54,60,17501
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,1140,8529
Multiple carriers,DEL,COK,1,,15,5,2201.6,900,8073
Air India,DEL,COK,2,,9,5,2206.24,1440,11942
Jet Airways,DEL,COK,2,,21,3,2206.24,780,11702
IndiGo,DEL,COK,1,,3,6,2084.71,420,6442
IndiGo,CCU,BLR,0,,24,6,1547.27,120,4804
IndiGo,BLR,DEL,0,,1,4,1709.71,120,4823
Multiple carriers,DEL,COK,1,,12,6,2201.6,600,10877
Air India,CCU,BLR,2,,9,6,2578.2,1800,10151
Air India,DEL,COK,0,,21,6,2048.6,120,5201
Jet Airways,CCU,BLR,1,,15,5,3022.67,480,13067
IndiGo,BOM,HYD,0,,24,3,623.54,60,2754
Air India,CCU,BLR,1,,15,5,2500.36,720,8366
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,1440,10844
Vistara,BLR,DEL,0,,18,6,1709.71,120,4878
Air India,DEL,COK,2,,21,5,2993.1899999999996,1260,10231
Jet Airways,DEL,COK,2,,15,6,2232.34,1320,13292
IndiGo,CCU,BLR,0,,12,6,1547.27,120,4804
Air India,DEL,COK,0,,12,6,2048.6,180,5201
Jet Airways,DEL,COK,2,1.0,1,6,2206.24,480,10368
Vistara,CCU,BLR,1,,6,6,3022.67,1320,8820
Jet Airways,BOM,HYD,0,1.0,18,3,623.54,60,4160
Air India,CCU,BLR,1,,15,5,2500.36,540,8891
Jet Airways,CCU,BLR,1,1.0,6,6,3022.67,1260,10539
SpiceJet,BLR,DEL,0,,1,4,1709.71,120,3971
IndiGo,DEL,COK,1,,27,6,2201.6,780,6093
Multiple carriers,DEL,COK,1,,15,5,2201.6,360,8266
Air India,DEL,COK,1,,18,5,2278.33,1200,7480
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,600,10262
Air India,DEL,COK,1,,12,6,2077.09,1560,8907
Multiple carriers,DEL,COK,1,,27,6,2201.6,600,11789
Multiple carriers,DEL,COK,1,,3,3,2201.6,420,15135
Multiple carriers,DEL,COK,1,,18,5,2201.6,600,7887
IndiGo,DEL,COK,1,,15,5,2084.71,420,6818
IndiGo,MAA,CCU,0,,9,3,1387.26,120,6482
Multiple carriers,DEL,COK,1,,21,5,2201.6,720,7888
Jet Airways,CCU,BLR,1,,24,3,2500.36,1200,13759
Jet Airways,DEL,COK,1,1.0,27,6,2201.6,660,10262
Jet Airways,DEL,COK,2,,9,6,2600.67,780,13376
Multiple carriers,DEL,COK,1,,15,5,2201.6,540,10197
Multiple carriers,DEL,COK,1,,18,5,2201.6,420,7997
Air India,DEL,COK,1,,3,4,2278.33,960,5117
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,540,12373
Multiple carriers,DEL,COK,1,,9,6,2201.6,720,6795
Jet Airways,BLR,DEL,0,1.0,27,6,1709.71,180,7229
Air India,BOM,HYD,0,,24,3,623.54,60,2575
Air India,CCU,BLR,1,,24,5,2538.47,660,7662
Air India,CCU,BLR,1,,18,5,2500.36,720,8366
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,720,10844
IndiGo,MAA,CCU,0,,6,6,1387.26,120,3540
Multiple carriers,DEL,COK,1,,3,3,2201.6,900,16863
Air India,BLR,DEL,0,,3,5,1709.71,120,6121
IndiGo,BLR,DEL,1,,9,3,2028.8899999999999,300,8434
Jet Airways,CCU,BLR,1,,21,5,3022.67,360,14151
Jet Airways,DEL,COK,2,,6,6,2308.95,420,14441
GoAir,BLR,DEL,0,,1,6,1709.71,120,3898
Jet Airways,DEL,COK,2,,9,4,2263.95,780,9483
Air Asia,BLR,DEL,0,,12,4,1709.71,120,4282
Jet Airways,BLR,DEL,0,1.0,3,6,1709.71,180,6478
Jet Airways,DEL,COK,2,,6,3,2263.95,1980,16809
Jet Airways,DEL,COK,2,,9,5,2263.95,1380,16704
GoAir,BLR,DEL,0,,24,6,1709.71,120,3898
Jet Airways,BLR,DEL,1,,12,3,1914.9,360,11297
IndiGo,CCU,BLR,0,,27,5,1547.27,120,5224
IndiGo,BLR,DEL,0,,6,4,1709.71,120,4823
IndiGo,DEL,COK,1,,3,3,2201.6,600,14871
Air India,DEL,COK,1,,27,6,2278.33,1380,7480
IndiGo,CCU,BLR,0,,3,5,1547.27,120,5224
Multiple carriers,DEL,COK,1,1.0,24,4,2084.71,540,6093
IndiGo,BOM,HYD,0,,27,6,623.54,60,2754
IndiGo,BOM,HYD,0,,1,6,623.54,60,2227
Jet Airways,CCU,BLR,1,,6,5,2500.36,660,14781
GoAir,BLR,DEL,0,,1,5,1709.71,120,3898
Vistara,CCU,BLR,1,,24,5,3022.67,900,9397
Vistara,CCU,BLR,1,,12,6,3022.67,1620,8452
IndiGo,BLR,DEL,0,,3,4,1709.71,120,4591
IndiGo,CCU,BLR,1,,1,4,2300.57,300,5930
Air India,CCU,BLR,2,,6,5,3045.77,840,10991
SpiceJet,CCU,BLR,0,,3,3,1547.27,120,4622
Jet Airways,DEL,COK,1,,6,6,2201.6,420,14714
IndiGo,BLR,DEL,0,,18,6,1709.71,120,4823
Jet Airways,BOM,HYD,0,1.0,18,3,623.54,60,2228
Jet Airways,CCU,BLR,1,1.0,6,5,3022.67,360,10703
Vistara,BLR,DEL,0,,3,5,1709.71,120,5613
Jet Airways,CCU,BLR,1,,24,3,2500.36,660,13759
IndiGo,BLR,DEL,0,,12,6,1709.71,120,3943
IndiGo,BLR,DEL,0,,21,3,1709.71,120,4944
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,300,10262
SpiceJet,CCU,BLR,1,,6,6,2408.53,420,8479
IndiGo,DEL,COK,1,,3,6,2084.71,480,7514
Air India,DEL,COK,0,,6,5,2048.6,180,6934
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1020,9663
Multiple carriers,DEL,COK,1,1.0,21,3,2201.6,660,8085
Vistara,DEL,COK,0,,9,3,2048.6,180,7266
IndiGo,DEL,COK,1,,3,6,2077.09,300,6493
Jet Airways,DEL,COK,1,,27,6,2201.6,540,14714
Multiple carriers,DEL,COK,1,,21,5,2201.6,360,7485
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,900,10262
Vistara,BLR,DEL,0,,21,3,1709.71,120,4878
Multiple carriers,DEL,COK,1,,12,6,2201.6,360,7198
Jet Airways,BLR,DEL,1,,6,3,1971.87,960,17261
Jet Airways,CCU,BLR,1,,12,6,2500.36,720,13044
Jet Airways,DEL,COK,1,1.0,27,6,2201.6,1500,10262
Multiple carriers,DEL,COK,1,,15,6,2201.6,720,8614
Jet Airways,DEL,COK,1,,27,3,2201.6,1620,12032
Jet Airways,BLR,DEL,1,,18,3,1971.87,360,12284
GoAir,BLR,DEL,0,,27,5,1709.71,120,3419
IndiGo,DEL,COK,1,,21,3,2084.71,360,6528
Vistara,BLR,DEL,0,,24,3,1709.71,120,5403
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,420,9732
IndiGo,DEL,COK,1,,15,4,2084.71,300,5761
Air India,CCU,BLR,2,,6,6,3290.72,1320,12009
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,1560,8586
Jet Airways,BLR,DEL,0,1.0,24,5,1709.71,180,6144
SpiceJet,BLR,DEL,0,2.0,24,5,1709.71,120,3257
Multiple carriers,DEL,COK,1,,9,5,2201.6,420,9021
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,1500,10262
Air India,BOM,HYD,2,,6,3,1385.67,540,13757
IndiGo,DEL,COK,0,,15,3,2048.6,180,5895
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,540,9663
Air India,DEL,COK,1,,9,5,2427.24,1500,6587
SpiceJet,BLR,DEL,0,,6,5,1709.71,120,3311
SpiceJet,DEL,COK,1,,18,5,2278.33,300,6297
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1440,10844
IndiGo,BOM,HYD,0,,27,5,623.54,60,4049
Air India,BLR,DEL,0,,3,6,1709.71,120,6961
SpiceJet,MAA,CCU,0,,27,3,1387.26,120,3384
Jet Airways,DEL,COK,2,1.0,9,5,2206.24,1560,13029
SpiceJet,MAA,CCU,0,2.0,6,5,1387.26,120,3859
Air India,DEL,COK,2,,12,6,2206.24,1440,11732
Multiple carriers,DEL,COK,1,,6,6,2201.6,600,12524
Jet Airways,BLR,DEL,1,,18,3,1971.87,300,12284
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,600,10262
Jet Airways,DEL,COK,2,1.0,24,6,2308.95,420,13344
Jet Airways,BLR,DEL,0,,18,4,1709.71,180,7229
Air India,CCU,BLR,2,,12,6,3664.88,1380,14960
Air India,DEL,COK,2,,12,6,4043.05,1440,13381
Multiple carriers,DEL,COK,1,,6,3,2201.6,720,15147
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,1320,8586
IndiGo,DEL,COK,1,,6,5,2084.71,480,7054
Air Asia,CCU,BLR,0,,18,3,1547.27,120,4082
Jet Airways,DEL,COK,2,1.0,21,5,2206.24,540,13029
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,360,7064
Air India,BLR,DEL,1,,21,3,1722.67,1440,4943
Jet Airways,BLR,DEL,0,,3,5,1709.71,180,7229
Air India,CCU,BLR,1,,12,5,2538.47,660,8450
Jet Airways,DEL,COK,2,1.0,9,5,2895.09,480,15318
IndiGo,CCU,BLR,0,,3,5,1547.27,120,4804
Jet Airways,CCU,BLR,1,1.0,6,6,2500.36,1200,10844
IndiGo,BOM,HYD,0,,1,4,623.54,60,3175
Air India,DEL,COK,2,,27,6,2335.87,1800,12646
Air India,CCU,BLR,1,,1,4,3022.67,900,7893
Air India,BLR,DEL,0,,24,5,1709.71,120,7171
Multiple carriers,DEL,COK,1,,15,5,2201.6,420,13727
Air India,DEL,COK,0,,27,6,2048.6,180,5201
Multiple carriers,DEL,COK,1,,15,5,2201.6,420,9001
IndiGo,BLR,DEL,0,,15,5,1709.71,120,3943
Multiple carriers,DEL,COK,1,1.0,9,5,2201.6,780,10546
Jet Airways,DEL,COK,1,,18,5,2201.6,1380,15554
Air India,BLR,DEL,0,,15,4,1709.71,120,5228
Air India,DEL,COK,1,,24,6,2201.6,600,9404
Multiple carriers,DEL,COK,1,,21,3,2201.6,600,8601
Multiple carriers,DEL,COK,1,,9,5,2084.71,720,8888
Vistara,BLR,DEL,0,,24,3,1709.71,120,5088
IndiGo,BLR,DEL,0,,9,5,1709.71,120,3943
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,840,12373
Multiple carriers,DEL,COK,1,,9,4,2201.6,420,8323
Jet Airways,DEL,COK,2,,27,6,2263.95,1380,15339
Vistara,MAA,CCU,0,,6,5,1387.26,120,11982
SpiceJet,CCU,BLR,1,,12,5,2311.75,300,8844
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,780,10262
IndiGo,MAA,CCU,0,,6,6,1387.26,120,3597
Jet Airways,BOM,HYD,0,,24,3,623.54,60,5678
IndiGo,MAA,CCU,0,,21,5,1387.26,120,5277
IndiGo,BLR,DEL,0,,27,6,1709.71,120,4823
IndiGo,DEL,COK,2,,3,3,2292.0699999999997,720,8049
SpiceJet,MAA,CCU,0,2.0,15,5,1387.26,120,3543
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,1440,10262
Air India,DEL,COK,3,,1,6,2971.24,2280,10703
IndiGo,DEL,COK,1,,12,6,2077.09,240,6496
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,660,10844
Jet Airways,DEL,COK,1,,27,3,2201.6,660,12032
Vistara,DEL,COK,0,,18,4,2048.6,180,6741
IndiGo,BLR,DEL,0,,9,5,1709.71,120,3943
SpiceJet,CCU,BLR,0,2.0,24,5,1547.27,120,3841
Multiple carriers,DEL,COK,1,,3,3,2201.6,360,15288
Air India,BOM,HYD,0,,18,3,623.54,60,2050
Vistara,MAA,CCU,0,,24,3,1387.26,120,4842
Jet Airways,DEL,COK,2,1.0,21,3,2263.95,1380,6643
IndiGo,DEL,COK,1,,3,3,2077.09,300,9581
IndiGo,CCU,BLR,0,,15,5,1547.27,120,4804
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,1380,7832
Multiple carriers,DEL,COK,1,1.0,12,6,2201.6,720,11667
IndiGo,DEL,COK,1,,27,6,2084.71,420,6442
Jet Airways,DEL,COK,2,,24,5,2263.95,1740,15129
Jet Airways,BLR,DEL,0,1.0,3,4,1709.71,120,4544
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,780,9663
Jet Airways,DEL,COK,1,,3,6,2201.6,720,14714
Air India,BOM,HYD,0,,27,5,623.54,60,3100
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,1680,9663
IndiGo,DEL,COK,1,,21,3,2084.71,300,5761
Air India,BOM,HYD,0,,9,5,623.54,60,3100
Jet Airways,CCU,BLR,1,,12,6,2500.36,420,13626
Jet Airways,BOM,HYD,0,,24,3,623.54,60,5678
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,1380,8529
Air India,DEL,COK,0,,9,5,2048.6,120,5201
Jet Airways,CCU,BLR,1,,21,5,3022.67,660,14151
Air Asia,BLR,DEL,0,,3,5,1709.71,120,4483
IndiGo,CCU,BLR,0,,6,4,1547.27,120,4174
Jet Airways,DEL,COK,2,1.0,18,5,2308.95,420,15544
IndiGo,DEL,COK,0,,27,5,2048.6,180,5601
IndiGo,BLR,DEL,0,,3,4,1709.71,120,3419
Air Asia,DEL,COK,1,,27,4,2077.09,840,6451
Air India,CCU,BLR,2,,12,5,3097.4700000000003,1680,12592
Air India,BLR,DEL,0,,24,6,1709.71,120,6961
SpiceJet,CCU,BLR,0,,12,6,1547.27,120,4174
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,540,8824
SpiceJet,DEL,COK,1,,15,5,2278.33,360,7947
Multiple carriers,DEL,COK,1,,27,6,2201.6,420,13587
SpiceJet,CCU,BLR,0,2.0,15,6,1547.27,120,3841
IndiGo,CCU,BLR,0,,21,6,1547.27,120,4804
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,480,8586
IndiGo,CCU,BLR,0,,1,3,1547.27,120,4778
Multiple carriers,DEL,COK,2,,1,6,2232.34,600,18275
IndiGo,MAA,CCU,0,,1,6,1387.26,120,3540
IndiGo,DEL,COK,1,,27,6,2084.71,780,6442
Air India,CCU,BLR,0,,27,6,1547.27,120,4145
IndiGo,CCU,BLR,0,,9,6,1547.27,120,5644
IndiGo,CCU,BLR,0,,3,5,1547.27,120,5224
Jet Airways,DEL,COK,1,1.0,21,3,2201.6,1500,5963
Multiple carriers,DEL,COK,1,,27,5,2201.6,780,11264
GoAir,DEL,COK,1,,27,3,2201.6,300,10188
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,780,10844
IndiGo,BLR,DEL,1,,15,3,1740.3,240,7166
Jet Airways,BLR,DEL,1,,12,3,1971.87,600,13817
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,1080,12373
Jet Airways,BLR,DEL,1,3.0,1,3,1971.87,960,25735
Jet Airways,BLR,DEL,1,,18,3,1971.87,420,14815
Jet Airways,DEL,COK,1,1.0,12,6,2201.6,1500,10262
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,660,10262
Air India,DEL,COK,1,,9,6,2077.09,840,7468
Jet Airways,BOM,HYD,0,,9,5,623.54,60,8040
Jet Airways,DEL,COK,2,,24,6,2263.95,1140,12819
IndiGo,MAA,CCU,0,,6,3,1387.26,120,7295
Jet Airways,BLR,DEL,0,,27,5,1709.71,120,7229
Air Asia,DEL,COK,1,,15,6,2077.09,300,6853
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,720,9663
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,660,7064
Air India,DEL,COK,1,,6,6,2201.6,600,8372
SpiceJet,BOM,HYD,0,2.0,3,6,623.54,60,1965
Vistara,CCU,BLR,1,,24,3,3022.67,660,16932
SpiceJet,CCU,BLR,0,2.0,18,6,1547.27,120,3841
Jet Airways,DEL,COK,2,1.0,12,6,2335.87,420,15812
Air India,BLR,DEL,1,,3,3,2415.98,360,10924
Air India,DEL,COK,0,,27,5,2048.6,180,6934
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,660,10262
Jet Airways,DEL,COK,1,1.0,6,3,2201.6,840,13843
Multiple carriers,DEL,COK,1,,15,5,2201.6,720,9315
Multiple carriers,DEL,COK,1,,21,5,2201.6,780,8266
Jet Airways,CCU,BLR,1,,24,3,2500.36,660,14231
GoAir,BLR,DEL,0,,18,4,1709.71,120,5048
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,1500,10262
Multiple carriers,DEL,COK,1,,27,3,2201.6,720,12537
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,900,10262
Jet Airways,BOM,HYD,0,,3,4,623.54,60,8040
SpiceJet,CCU,BLR,1,,6,5,2311.75,420,9736
IndiGo,CCU,BLR,0,,6,5,1547.27,120,4804
Jet Airways,BLR,DEL,1,,12,3,1971.87,960,13817
GoAir,BLR,DEL,0,,21,5,1709.71,120,5048
Jet Airways,BOM,HYD,0,,1,4,623.54,60,8040
Multiple carriers,DEL,COK,1,,12,6,2201.6,600,7354
Multiple carriers,DEL,COK,1,1.0,6,3,2084.71,420,7563
IndiGo,DEL,COK,1,,3,3,2201.6,240,7725
Multiple carriers,DEL,COK,1,,1,6,2201.6,720,7740
Air India,CCU,BLR,2,,12,6,3290.72,1140,13532
IndiGo,CCU,BLR,0,,1,3,1547.27,120,6565
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1620,10844
SpiceJet,CCU,BLR,0,2.0,18,4,1547.27,120,3841
Multiple carriers,DEL,COK,1,,3,6,2201.6,600,11200
Air India,CCU,BLR,2,,1,4,3455.42,1500,12009
Air India,DEL,COK,1,,15,5,2201.6,660,8372
Air India,DEL,COK,2,,15,6,4043.05,1440,13591
Vistara,BOM,HYD,1,,6,3,2404.77,1140,12395
SpiceJet,MAA,CCU,0,,1,3,1387.26,120,7298
IndiGo,DEL,COK,1,,3,3,2278.33,300,12214
Jet Airways,CCU,BLR,1,,15,5,3022.67,1740,14151
Air India,DEL,COK,2,,1,6,2955.43,1560,12970
Jet Airways,CCU,BLR,1,,1,5,2500.36,540,14781
Vistara,BLR,DEL,0,,6,6,1709.71,120,4878
SpiceJet,MAA,CCU,0,,3,5,1387.26,120,3597
Air Asia,CCU,BLR,1,,6,6,3022.67,900,6810
Vistara,MAA,CCU,0,,1,5,1387.26,120,3687
Air India,DEL,COK,1,,21,3,2278.33,960,6482
Jet Airways,BOM,HYD,1,,6,3,2404.77,1380,19595
IndiGo,DEL,COK,1,,15,6,2077.09,240,6147
Jet Airways,CCU,BLR,1,,6,5,3022.67,960,10953
SpiceJet,CCU,BLR,0,,24,4,1547.27,120,3873
Jet Airways,BLR,DEL,1,,6,3,1971.87,900,14815
Multiple carriers,DEL,COK,1,,6,6,2201.6,840,10678
Jet Airways,DEL,COK,1,1.0,9,3,2201.6,780,14053
Jet Airways,CCU,BLR,1,1.0,12,6,3022.67,720,10539
Jet Airways,BLR,DEL,1,,18,3,1971.87,420,16946
IndiGo,DEL,COK,0,,3,3,2048.6,180,7673
